Frame_0.png -152.4828 -293.8961 -317.8911 0.5667228 0.08428723 2.64911
Frame_1.png -149.4521 -294.7708 -318.9313 0.5689259 0.08275466 2.65974
Frame_2.png -146.4658 -295.609 -319.955 0.5710871 0.08124425 2.670181
Frame_3.png -143.7617 -296.3485 -320.881 0.5730387 0.07987645 2.67961
Frame_4.png -140.919 -297.1067 -321.8531 0.5750838 0.07843872 2.689497
Frame_5.png -138.248 -297.8022 -322.7653 0.5769991 0.07708795 2.698763
Frame_6.png -135.551 -298.4885 -323.6852 0.5789261 0.07572484 2.708094
Frame_7.png -133.1168 -299.0952 -324.5143 0.5806602 0.07449535 2.716497
Frame_8.png -130.4501 -299.7473 -325.4211 0.5825531 0.07314967 2.725683
Frame_9.png -128.0766 -300.316 -326.2271 0.5842358 0.07195349 2.73384
Frame_10.png -125.6362 -300.8908 -327.0546 0.5859621 0.07072517 2.742213
Frame_11.png -123.4476 -301.3998 -327.7952 0.5875025 0.06962569 2.749703
Frame_12.png -121.1596 -301.9259 -328.5681 0.5891075 0.06847845 2.757521
Frame_13.png -119.092 -302.3955 -329.2654 0.5905548 0.06744414 2.764572
Frame_14.png -116.8089 -302.9091 -330.034 0.59215 0.06630512 2.772344
Frame_15.png -114.8234 -303.3501 -330.7013 0.5935388 0.06531667 2.779095
Frame_16.png -112.7444 -303.8141 -331.3979 0.5949796 0.06428697 2.786147
Frame_17.png -110.9042 -304.222 -332.0135 0.5962555 0.06337841 2.792381
Frame_18.png -108.8634 -304.6718 -332.6948 0.5976698 0.06237442 2.799284
Frame_19.png -107.0433 -305.077 -333.3005 0.5989227 0.06148412 2.805429
Frame_20.png -105.1018 -305.5095 -333.9451 0.6002585 0.06053983 2.811975
Frame_21.png -103.4239 -305.8807 -334.5012 0.6014152 0.05972579 2.817622
Frame_22.png -101.6967 -306.2759 -335.0708 0.6025921 0.05889799 2.823428
Frame_23.png -100.1391 -306.627 -335.5841 0.6036606 0.05815241 2.828656
Frame_24.png -98.44012 -307.023 -336.1413 0.6048152 0.05734928 2.834351
Frame_25.png -96.88914 -307.3867 -336.6486 0.6058705 0.05662052 2.839543
