Frame_150.png -118,7925 -346,0093 -321,5525 0,5910986 0,0980494 2,774954
Frame_151.png -121,3243 -346,3888 -320,4782 0,5895127 0,09997772 2,767248
Frame_152.png -124,525 -346,8206 -319,1224 0,5875152 0,1023893 2,75752
Frame_153.png -127,1837 -347,1375 -317,9984 0,5858536 0,104371 2,749444
Frame_154.png -129,9943 -347,4343 -316,8121 0,5841011 0,1064457 2,740916
Frame_155.png -133,5699 -347,7568 -315,305 0,5818776 0,1090571 2,730078
Frame_156.png -136,611 -347,9837 -314,0253 0,579991 0,1112548 2,72087
Frame_157.png -139,8036 -348,1744 -312,6839 0,5780064 0,1135385 2,7112
Frame_158.png -144,2087 -348,3624 -310,8358 0,5752721 0,116654 2,697871
Frame_159.png -147,7726 -348,4524 -309,3427 0,5730656 0,119146 2,68709
Frame_160.png -151,507 -348,4876 -307,7802 0,570753 0,1217311 2,675795
Frame_161.png -156,2347 -348,4463 -305,805 0,5678204 0,1249657 2,661492
Frame_162.png -160,2436 -348,3393 -304,132 0,5653399 0,1276785 2,649362
Frame_163.png -164,467 -348,155 -302,3717 0,5627258 0,1305076 2,636576
Frame_164.png -169,9834 -347,8052 -300,0752 0,5593071 0,1341597 2,619861
Frame_165.png -174,7097 -347,4093 -298,1098 0,5563787 0,1372528 2,605525
Frame_166.png -179,6351 -346,902 -296,0639 0,5533196 0,1404421 2,590561
Frame_167.png -185,9396 -346,1139 -293,4479 0,5494002 0,1444763 2,571369
Frame_168.png -191,4968 -345,2899 -291,145 0,5459331 0,1479898 2,554409
Frame_169.png -197,3362 -344,2949 -288,7273 0,5422823 0,1516414 2,536539
Frame_170.png -204,5677 -342,8797 -285,7359 0,5377525 0,1561112 2,514332
Frame_171.png -210,7545 -341,507 -283,1793 0,5338581 0,1598907 2,49525
Frame_172.png -217,2228 -339,9114 -280,509 0,5297657 0,1638 2,475208
Frame_173.png -225,4612 -337,6413 -277,1108 0,5245288 0,168724 2,449534
Frame_174.png -232,3354 -335,54 -274,2781 0,5201271 0,1727863 2,427968
Frame_175.png -239,3648 -333,1941 -271,3838 0,5155951 0,1769008 2,405762
Frame_176.png -249,7702 -329,3492 -267,1031 0,5088258 0,1829245 2,372582
Frame_177.png -257,3438 -326,265 -263,9903 0,5038456 0,1872632 2,348172
Frame_178.png -265,1414 -322,8307 -260,7874 0,4986662 0,191694 2,32278
Frame_179.png -274,993 -318,1058 -256,744 0,4920393 0,197245 2,29029
Frame_180.png -283,3125 -313,7678 -253,3322 0,4863598 0,2018966 2,262451
Frame_181.png -291,6179 -309,106 -249,9287 0,4806058 0,2065122 2,234252
Frame_182.png -302,1357 -302,7059 -245,6216 0,4731855 0,2123248 2,197889
Frame_183.png -310,7199 -297,0496 -242,1086 0,4670068 0,2170487 2,167609
Frame_184.png -319,2499 -291,0208 -238,62 0,4607437 0,2217305 2,136919
Frame_185.png -329,9513 -282,8433 -234,2461 0,4526912 0,2275975 2,097456
Frame_186.png -338,483 -275,7973 -230,7616 0,4460921 0,2322765 2,065127
Frame_187.png -346,7697 -268,4704 -227,379 0,439512 0,2368316 2,032893
Frame_188.png -356,6922 -259,0156 -223,3302 0,431385 0,2423117 1,993067
Frame_189.png -364,5617 -250,9362 -220,1219 0,4247113 0,2466856 1,960384
Frame_190.png -372,0966 -242,6696 -217,0515 0,4181091 0,2509072 1,928053
Frame_191.png -380,9991 -232,1569 -213,427 0,4099946 0,2559496 1,888335
Frame_192.png -387,9972 -223,2584 -210,5788 0,4033451 0,2599702 1,855778
Frame_193.png -394,4276 -214,5248 -207,963 0,3969866 0,2637187 1,824653
Frame_194.png -402,023 -203,4279 -204,8749 0,3891199 0,2682313 1,786144
Frame_195.png -407,7788 -194,3728 -202,5357 0,3828556 0,2717266 1,755478
Frame_196.png -412,9914 -185,6189 -200,4177 0,376918 0,2749628 1,726405
Frame_197.png -418,8987 -174,9577 -198,0208 0,3698188 0,2787236 1,691674
Frame_198.png -423,2676 -166,4869 -196,2475 0,3642783 0,2815891 1,664549
Frame_199.png -427,3497 -158,0435 -194,5914 0,3588313 0,2843434 1,637883
Frame_200.png -431,8568 -148,0202 -192,7648 0,3524507 0,2874867 1,606659
Frame_201.png -435,2612 -139,8727 -191,385 0,3473287 0,2899515 1,581585
Frame_202.png -438,3297 -132,0195 -190,143 0,3424374 0,292252 1,557651
Frame_203.png -441,6641 -122,8314 -188,793 0,3367701 0,2948599 1,529906
Frame_204.png -444,2358 -115,1806 -187,7521 0,3320909 0,2969651 1,506993
Frame_205.png -446,7107 -107,2495 -186,7504 0,3272739 0,299088 1,4834
Frame_206.png -449,2035 -98,55837 -185,7431 0,3220267 0,3013446 1,457708
Frame_207.png -450,9049 -92,12407 -185,056 0,3181619 0,3029719 1,438782
Frame_208.png -452,4443 -85,86662 -184,4335 0,3144194 0,304523 1,420442
Frame_209.png -454,1238 -78,44465 -183,7557 0,3099934 0,3063192 1,39876
Frame_210.png -455,3303 -72,63311 -183,2683 0,3065389 0,3076969 1,381827
Frame_211.png -456,3913 -67,09425 -182,8407 0,3032507 0,3089843 1,365715
Frame_212.png -457,5302 -60,57829 -182,3823 0,2993885 0,3104695 1,346787
Frame_213.png -458,3816 -55,20488 -182,0387 0,2962086 0,3116739 1,331191
Frame_214.png -459,0829 -50,34706 -181,7564 0,2933344 0,3127444 1,317095
Frame_215.png -459,8091 -44,7664 -181,4638 0,2900337 0,3139556 1,3009
Frame_216.png -460,3137 -40,43978 -181,2605 0,2874741 0,3148808 1,288339
Frame_217.png -460,7505 -36,29113 -181,0834 0,2850207 0,3157595 1,276286
Frame_218.png -461,2087 -31,3443 -180,9003 0,2820874 0,3167874 1,261894
Frame_219.png -461,5174 -27,53208 -180,7753 0,2798274 0,3175733 1,250788
Frame_220.png -461,7834 -23,76052 -180,6687 0,2775866 0,3183402 1,239782
Frame_221.png -462,0413 -19,42683 -180,5652 0,2750074 0,3192118 1,22711
Frame_222.png -462,2066 -16,06233 -180,498 0,273003 0,319883 1,217251
Frame_223.png -462,3348 -12,85327 -180,4471 0,2710849 0,3205146 1,207824
Frame_224.png -462,4523 -8,962224 -180,4005 0,2687537 0,3212738 1,196363
Frame_225.png -462,5147 -5,981544 -180,3749 0,2669652 0,3218519 1,18756
Frame_226.png -462,5514 -3,112911 -180,3596 0,2652396 0,3224042 1,179064
Frame_227.png -462,5648 0,2950031 -180,3543 0,2631822 0,3230536 1,168937
Frame_228.png -462,5527 2,91866 -180,3596 0,2615927 0,3235489 1,161112
Frame_229.png -462,5222 5,510334 -180,3712 0,2600198 0,3240373 1,15336
Frame_230.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_231.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_232.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_233.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_234.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_235.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_236.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_237.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_238.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_239.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_240.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_241.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_242.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_243.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_244.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_245.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_246.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_247.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_248.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_249.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_250.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_251.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_252.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_253.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_254.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_255.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_256.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_257.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_258.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_259.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_260.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_261.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_262.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_263.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_264.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_265.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_266.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_267.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_268.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_269.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_270.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_271.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_272.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_273.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_274.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_275.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_276.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
Frame_277.png -462,5211 5,587446 -180,3715 0,2599731 0,3240519 1,153129
