123.294,-301.476,343.223,123.255,-301.34,343.324;
123.326,-301.789,343.239,123.302,-301.651,343.324;
123.385,-302.036,343.244,123.339,-301.892,343.325;
123.372,-302.352,343.306,123.376,-302.135,343.325;
123.416,-302.588,343.274,123.421,-302.433,343.325;
123.597,-302.586,343.17,123.458,-302.675,343.326;
123.55,-302.849,343.115,123.496,-302.918,343.326;
123.607,-303.209,343.181,123.541,-303.221,343.327;
123.615,-303.597,343.354,123.578,-303.463,343.327;
123.761,-303.74,343.297,123.616,-303.711,343.327;
123.876,-303.996,343.294,123.664,-304.026,343.328;
124.021,-304.089,343.238,123.703,-304.286,343.328;
124.025,-304.337,343.277,123.74,-304.527,343.328;
124.101,-304.486,343.172,123.791,-304.86,343.329;
124.017,-304.855,343.301,123.829,-305.109,343.329;
126.047,-303.725,342.761,123.866,-305.352,343.33;
126.186,-304.042,342.744,123.912,-305.658,343.33;
126.202,-304.281,342.711,123.949,-305.9,343.331;
126.349,-304.557,342.692,123.986,-306.145,343.331;
126.501,-304.856,342.656,124.034,-306.457,343.331;
126.575,-305.174,342.639,124.071,-306.701,343.332;
126.875,-305.584,342.549,124.109,-306.947,343.332;
127.069,-306.164,342.529,124.156,-307.253,343.332;
127.185,-306.449,342.543,124.193,-307.504,343.333;
127.532,-306.801,342.438,124.231,-307.75,343.333;
127.607,-307.09,342.438,124.277,-308.056,343.334;
127.673,-307.307,342.412,124.315,-308.303,343.334;
124.209,-308.408,343.132,124.353,-308.554,343.334;
124.357,-308.814,343.194,124.402,-308.877,343.335;
124.398,-309.078,343.211,124.44,-309.126,343.335;
124.449,-309.344,343.226,124.478,-309.377,343.336;
124.44,-309.657,343.208,124.525,-309.686,343.336;
124.47,-309.878,343.198,124.563,-309.933,343.336;
124.478,-310.118,343.205,124.601,-310.181,343.337;
124.598,-310.449,343.19,124.651,-310.499,343.338;
124.616,-310.719,343.163,124.691,-310.75,343.339;
124.653,-310.981,343.169,124.733,-311.002,343.34;
124.728,-311.293,343.165,124.781,-311.309,343.341;
124.777,-311.573,343.171,124.821,-311.553,343.342;
124.797,-311.814,343.155,124.861,-311.8,343.344;
124.833,-312.118,343.151,124.911,-312.104,343.345;
124.876,-312.328,343.15,124.953,-312.35,343.346;
124.904,-312.63,343.134,125.001,-312.632,343.347;
125.012,-312.949,343.147,125.055,-312.948,343.349;
125.04,-313.202,343.14,125.099,-313.204,343.35;
125.135,-313.495,343.142,125.143,-313.452,343.351;
125.133,-313.737,343.122,125.197,-313.755,343.353;
125.198,-314.016,343.124,125.241,-313.999,343.354;
125.23,-314.298,343.112,125.287,-314.254,343.355;
125.301,-314.664,343.11,125.344,-314.562,343.357;
125.29,-314.869,343.108,125.393,-314.816,343.358;
125.376,-315.108,343.099,125.44,-315.061,343.359;
125.429,-315.444,343.083,125.497,-315.364,343.361;
125.585,-315.766,343.088,125.547,-315.607,343.362;
125.565,-315.882,343.047,125.596,-315.852,343.363;
126.095,-316.444,342.582,125.657,-316.157,343.365;
126.153,-316.935,342.777,125.709,-316.4,343.366;
126.17,-317.141,342.8,125.761,-316.645,343.367;
126.265,-317.505,342.817,125.827,-316.952,343.369;
126.39,-317.956,342.845,125.882,-317.199,343.37;
125.975,-317.387,342.995,125.937,-317.447,343.371;
126.065,-317.676,342.985,126.007,-317.748,343.373;
126.133,-317.904,342.999,126.063,-317.994,343.375;
126.164,-318.171,342.982,126.123,-318.24,343.376;
126.833,-319.521,343.053,126.198,-318.547,343.377;
126.32,-318.785,342.984,126.266,-318.813,343.378;
126.362,-319.053,342.982,126.329,-319.063,343.38;
126.472,-319.372,342.984,126.408,-319.365,343.381;
126.54,-319.658,343.017,126.476,-319.614,343.383;
127.367,-320.529,342.807,126.542,-319.857,343.384;
127.046,-320.535,342.963,126.629,-320.163,343.385;
127.218,-320.891,342.94,126.711,-320.444,343.386;
126.925,-320.779,343.154,126.788,-320.699,343.387;
126.995,-321.007,343.15,126.88,-321.001,343.389;
127.393,-321.479,343.034,126.956,-321.241,343.39;
127.422,-321.665,343.038,127.037,-321.489,343.391;
127.147,-321.71,343.212,127.137,-321.789,343.392;
127.248,-321.971,343.226,127.219,-322.025,343.393;
127.376,-321.96,343.07,127.303,-322.263,343.394;
127.505,-322.286,343.113,127.409,-322.552,343.395;
127.489,-322.582,343.073,127.497,-322.787,343.396;
127.707,-322.79,343.15,127.589,-323.02,343.396;
127.774,-323.08,343.092,127.711,-323.326,343.397;
127.831,-323.401,343.11,127.81,-323.561,343.397;
127.741,-323.668,342.953,127.911,-323.795,343.398;
128.194,-324.086,343.169,128.036,-324.076,343.398;
128.363,-324.246,343.139,128.14,-324.302,343.398;
128.429,-324.462,343.166,128.249,-324.529,343.399;
128.621,-324.63,343.122,128.389,-324.81,343.399;
128.698,-324.849,343.159,128.506,-325.038,343.399;
128.748,-325.099,343.174,128.627,-325.263,343.399;
128.888,-325.422,343.22,128.78,-325.536,343.398;
129.014,-325.649,343.223,128.912,-325.762,343.398;
129.17,-325.836,343.197,129.049,-325.988,343.398;
129.317,-326.126,343.2,129.217,-326.253,343.397;
129.466,-326.392,343.215,129.359,-326.466,343.396;
129.654,-326.556,343.127,129.507,-326.678,343.395;
129.666,-326.856,343.189,129.693,-326.933,343.394;
129.929,-327.098,343.224,129.847,-327.134,343.393;
130.054,-327.302,343.217,130.005,-327.329,343.391;
130.291,-327.586,343.149,130.237,-327.601,343.389;
130.457,-327.761,343.128,130.406,-327.788,343.387;
130.629,-327.897,343.098,130.581,-327.971,343.385;
130.687,-328.09,342.878,130.803,-328.191,343.382;
130.878,-328.238,342.88,130.992,-328.367,343.379;
131.275,-328.433,342.905,131.183,-328.535,343.377;
131.648,-328.692,342.964,131.43,-328.737,343.373;
131.437,-328.869,342.975,131.635,-328.894,343.37;
132.149,-329.033,343.058,131.843,-329.044,343.366;
131.738,-329.578,344.702,132.113,-329.224,343.361;
131.923,-329.224,342.793,132.337,-329.361,343.357;
132.487,-329.429,342.963,132.562,-329.489,343.353;
133.136,-329.487,342.749,132.844,-329.636,343.347;
133.241,-329.647,342.839,133.081,-329.748,343.342;
133.672,-329.673,342.743,133.318,-329.851,343.337;
133.627,-329.916,343.025,133.616,-329.968,343.331;
133.733,-329.992,343.024,133.868,-330.056,343.325;
134.187,-330.074,343.074,134.114,-330.134,343.319;
134.595,-330.175,343.121,134.429,-330.22,343.311;
134.823,-330.242,343.107,134.688,-330.282,343.305;
134.953,-330.269,343.063,134.942,-330.334,343.298;
135.245,-330.298,343.074,135.256,-330.388,343.29;
135.661,-330.307,343.154,135.511,-330.424,343.283;
135.533,-330.458,343.03,135.771,-330.453,343.276;
136.182,-330.349,343.138,136.087,-330.479,343.267;
136.381,-330.378,343.101,136.352,-330.493,343.26;
136.654,-330.334,343.096,136.615,-330.501,343.252;
139.07,-329.318,341.645,136.933,-330.501,343.243;
137.042,-330.376,342.988,137.208,-330.495,343.235;
139.604,-329.118,341.223,137.502,-330.481,343.226;
140.308,-328.924,340.534,137.839,-330.456,343.216;
138.273,-330.164,343.105,138.099,-330.432,343.207;
138.698,-330.089,343.246,138.36,-330.402,343.199;
138.838,-330.12,343.126,138.683,-330.358,343.189;
139.145,-330.081,343.143,138.946,-330.318,343.18;
139.629,-329.981,343.236,139.207,-330.273,343.172;
139.875,-330.034,343.207,139.526,-330.212,343.161;
140.177,-329.904,343.219,139.801,-330.154,343.152;
140.131,-330.108,342.619,140.06,-330.096,343.143;
141.456,-329.665,357.538,140.369,-330.021,343.133;
123.603,-331.019,337.164,140.618,-329.957,343.124;
138.821,-330.666,341.897,140.865,-329.891,343.116;
141.249,-329.792,342.815,141.174,-329.803,343.105;
138.872,-330.506,338.065,141.42,-329.73,343.096;
